Title,Subtitle,Image URL,Price,Description,Benefits,Product Details,Total Reviews
Nike Initiator,Men's Shoes,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/16e9d847-74b2-40d1-b7d9-18691ef4f832/NIKE+INITIATOR.png",MRP : ₹ 8 495.00,"Put in miles with the comfortable support of the Nike Initiator. It has a breathable upper and a soft, cushioned design to help you hit your stride with confidence.","Supportive overlays help centre your foot in the shoe.; Soft lining enhances comfort.; Foam midsole delivers a soft, cushioned ride.; Flex grooves in the outsole help you move freely.",Reflective design details; Not intended for use as personal protective equipment (PPE); Colour Shown: Light Bone/Limestone/Olive Aura/Cargo Khaki; Style: HJ7683-072; Country/Region of Origin: Vietnam,3
