Product Title,Image URL,Pack of,Sales Package,Size,Style Code,Color,Fabric,Pattern,Ideal For,Occasion,Sleeve,Fit,Collar,Hem,Closure,Ornamentation Type,Surface Styling,Suitable For,Reversible,Fabric Care,Pattern/Print Type,Net Quantity
Men Checkered Formal Green Shirt,https://rukminim2.flixcart.com/image/1200/1047/xif0q/shopsy-shirt/k/q/4/xxl-cz-ch-88-cot-n-zip-original-imagqeyfk5axghhg.jpeg?q=60&crop=false,1,1,XL,CZ-CH 88,GREEN,Pure Cotton,Checkered,Men,Formal,Full Sleeve,Slim,Spread,Straight,Button,Brand Logo,Pockets,Western Wear,No,Gentle Machine Wash,Checkered,1
